id,name,rarity,keywords,set_name,set_type
220497,Grim Discovery,common,[],Mystery Booster,masters
220498,Taiga,rare,[],Foreign Black Border,core
220499,Lazier Goblin,rare,[],Mystery Booster Playtest Cards 2021,funny
220500,Izzet Signet,uncommon,[],Commander 2020,commander
220501,Fathom Mage,rare,[],The List,masters
220502,Bartered Cow,common,[],Throne of Eldraine,expansion
220503,Bartered Cow [Foil],common,[],Throne of Eldraine,expansion
220504,Desecrator Hag,common,[],Commander Anthology Volume II,commander
220505,Stronghold Assassin,rare,[],Commander 2013,commander
220506,Favorable Winds,uncommon,[],Game Night,box
220507,Clockwork Avian,rare,[],Antiquities,expansion
220508,Roiling Vortex [Promo] [Foil],rare,[],Zendikar Rising Promos,promo
220509,Soldier [Full Art],common,[],Commander 2020 Tokens,token
220511,Willow Dryad,common,[],Portal,starter
220512,Spirit Shackle,uncommon,[],Fourth Edition,core
220513,Archfiend of Spite,rare,[],Commander 2019,commander
220514,Dross Golem,common,[],Darksteel,expansion
220515,Dross Golem [Foil],common,[],Darksteel,expansion
220516,Burning Earth,rare,[],Magic 2014,core
220517,Burning Earth [Foil],rare,[],Magic 2014,core
220518,Grizzly Bears,common,[],Summer Magic / Edgar,core
220519,Justiciar's Portal,common,[],Ravnica Allegiance,expansion
220520,Justiciar's Portal [Foil],common,[],Ravnica Allegiance,expansion
220523,Goblin King,rare,[],Foreign Black Border,core
220524,"Skysovereign, Consul Flagship",mythic,[],Kaladesh,expansion
220525,"Skysovereign, Consul Flagship [Foil]",mythic,[],Kaladesh,expansion
220526,"Animar, Soul of Elements",mythic,[],Masters 25,masters
220527,"Animar, Soul of Elements [Foil]",mythic,[],Masters 25,masters
220528,Grasp of the Hieromancer,common,[],Archenemy: Nicol Bolas,archenemy
220529,Nature's Cloak,rare,[],Portal,starter
220530,Insight,uncommon,[],Tempest,expansion
220532,Sigil of the Empty Throne,rare,[],Planechase 2012,planechase
220533,Magma Jet,uncommon,[],Duel Decks Anthology: Jace vs. Chandra,duel_deck
220534,Aven Windreader,common,[],Ninth Edition,core
220535,Aven Windreader [Foil],common,[],Ninth Edition,core
220536,Chrome Replicator,uncommon,[],Core Set 2021,core
220537,Chrome Replicator [Foil],uncommon,[],Core Set 2021,core
220538,Preacher,rare,[],The Dark,expansion
220539,Cyclopean Mummy,common,[],Renaissance,masters
220540,Agent of Erebos,uncommon,[],Journey into Nyx,expansion
220541,Agent of Erebos [Foil],uncommon,[],Journey into Nyx,expansion
220542,"Lukka, Wayward Bonder Emblem",common,[],Strixhaven: School of Mages Tokens,token
220543,"Lukka, Wayward Bonder Emblem [Foil]",common,[],Strixhaven: School of Mages Tokens,token
220544,Rukh Egg [Promo] [Foil],rare,[],Eighth Edition Promos,promo
220545,Goblin Digging Team,common,[],Anthologies,box
220546,Vodalian Soldiers,common,[],Fifth Edition,core
220547,Winter Orb,rare,[],Foreign Black Border,core
220548,Blossoming Sands,common,[],Mystery Booster,masters
220549,Evacuation,rare,[],Seventh Edition,core
220550,Evacuation [Foil],rare,[],Seventh Edition,core
220551,Deafening Clarion,rare,[],Guilds of Ravnica,expansion
220552,Deafening Clarion [Foil],rare,[],Guilds of Ravnica,expansion
220553,Sea Gate Stormcaller,mythic,[],Zendikar Rising,expansion
220554,Sea Gate Stormcaller [Foil],mythic,[],Zendikar Rising,expansion
220555,The Rack,uncommon,[],Fourth Edition,core
220556,Warp World,rare,[],The List,masters
220557,Marauding Boneslasher,common,[],Mystery Booster,masters
220558,Foul Orchard,uncommon,[],Kaldheim Commander,commander
220559,Shared Summons,rare,[],Core Set 2020,core
220560,Shared Summons [Foil],rare,[],Core Set 2020,core
220561,Cadaver Imp,common,[],Planechase 2012,planechase
220562,Rocky Tar Pit,uncommon,[],Mirage,expansion
220563,Field Marshal,rare,[],Tenth Edition,core
220565,Rage of Purphoros,common,[],Theros,expansion
220566,Rage of Purphoros [Foil],common,[],Theros,expansion
220568,Spirit,common,[],Commander Anthology Tokens,token
220569,Mourning Thrull,common,[],Guildpact,expansion
220570,Mourning Thrull [Foil],common,[],Guildpact,expansion
220571,Oblivion Ring,uncommon,[],Magic 2013,core
220572,Oblivion Ring [Foil],uncommon,[],Magic 2013,core
220573,Fate Unraveler,rare,[],Commander 2015,commander
220574,Flusterstorm,rare,[],Commander 2011,commander
220575,Beetleform Mage,common,[],Dragon's Maze,expansion
220576,Beetleform Mage [Foil],common,[],Dragon's Maze,expansion
220577,Tinker [Foil],mythic,[],From the Vault: Exiled,from_the_vault
220578,Kuro's Taken,common,[],Saviors of Kamigawa,expansion
220579,Kuro's Taken [Foil],common,[],Saviors of Kamigawa,expansion
220580,All Is Dust,rare,[],Mystery Booster,masters
220581,Mystical Dispute [Promo] [Foil],uncommon,[],Pro Tour Promos,promo
220582,Sphinx of Uthuun,rare,[],Commander 2018,commander
220583,Migratory Greathorn [Showcase],common,[],Ikoria: Lair of Behemoths,expansion
220584,Migratory Greathorn [Showcase] [Foil],common,[],Ikoria: Lair of Behemoths,expansion
220585,"Uro, Titan of Nature's Wrath",mythic,[],The List,masters
220586,"Uro, Titan of Nature's Wrath [Foil]",mythic,[],The List,masters
220587,Joyous Respite,common,[],Champions of Kamigawa,expansion
220588,Joyous Respite [Foil],common,[],Champions of Kamigawa,expansion
220589,Sleep,uncommon,[],Magic 2013,core
220590,Sleep [Foil],uncommon,[],Magic 2013,core
220591,Izzet Charm,uncommon,[],Return to Ravnica,expansion
220592,Izzet Charm [Foil],uncommon,[],Return to Ravnica,expansion
220593,"Isperia, Supreme Judge",mythic,[],Commander 2020,commander
220594,Venser's Sliver,common,[],Time Spiral,expansion
220595,Venser's Sliver [Foil],common,[],Time Spiral,expansion
220596,Beetleback Chief,uncommon,[],Planechase 2012,planechase
220597,Piper of the Swarm [Promo],rare,[],Throne of Eldraine,expansion
220598,Piper of the Swarm [Promo] [Foil],rare,[],Throne of Eldraine,expansion
220600,Dark Ritual,common,[],Rivals Quick Start Set,box
220601,Psychic Venom,common,[],Summer Magic / Edgar,core
220602,Soul Shatter [Extended Art],rare,[],Zendikar Rising,expansion
220603,Soul Shatter [Extended Art] [Foil],rare,[],Zendikar Rising,expansion
220604,Gnarlid Pack,common,[],Mystery Booster,masters
220605,Chalice of the Void,rare,[],Modern Masters,masters
220606,Chalice of the Void [Foil],rare,[],Modern Masters,masters
220607,"Chandra, Heart of Fire",mythic,[],Core Set 2021,core
220608,"Chandra, Heart of Fire [Foil]",mythic,[],Core Set 2021,core
220609,Monk,common,[],League Tokens 2015,token
220610,"Chandra, Flame's Catalyst [Foil]",mythic,[],Core Set 2021,core
220611,Swamp,common,[],Lorwyn,expansion
220612,Swamp [Foil],common,[],Lorwyn,expansion
220613,Find // Finality,rare,[],Guilds of Ravnica,expansion
220614,Find // Finality [Foil],rare,[],Guilds of Ravnica,expansion
220615,Vedalken Infuser,uncommon,[],Mirrodin Besieged,expansion
220616,Vedalken Infuser [Foil],uncommon,[],Mirrodin Besieged,expansion
220617,Diversionary Tactics,uncommon,[],Apocalypse,expansion
220618,Diversionary Tactics [Foil],uncommon,[],Apocalypse,expansion
220619,Primal Clay,common,[],Masters 25,masters
220620,Primal Clay [Foil],common,[],Masters 25,masters
220621,Pulse of Murasa,common,[],Mystery Booster,masters
220622,Razormane Masticore,rare,[],Tenth Edition,core
220623,Rush of Vitality,common,[],Kaladesh,expansion
220624,Rush of Vitality [Foil],common,[],Kaladesh,expansion
220625,Thopter,common,[],Modern Horizons 2 Tokens,token
220626,Thopter [Foil],common,[],Modern Horizons 2 Tokens,token
220627,Dismiss,uncommon,[],Tempest,expansion
220628,Steal Artifact,uncommon,[],Foreign Black Border,core
220629,Island,common,[],Mirage,expansion
220630,Pyretic Ritual,common,[],Magic 2011,core
220631,Pyretic Ritual [Foil],common,[],Magic 2011,core
220632,Siren Reaver,uncommon,[],Rivals of Ixalan,expansion
220633,Siren Reaver [Foil],uncommon,[],Rivals of Ixalan,expansion
220634,Saproling [Full Art],common,[],Commander 2020 Tokens,token
220635,Vectis Agents,common,[],Conflux,expansion
220636,Vectis Agents [Foil],common,[],Conflux,expansion
220637,Utility Knife,common,[],Zendikar Rising,expansion
220638,Utility Knife [Foil],common,[],Zendikar Rising,expansion
220639,Mistform Wakecaster,uncommon,[],Legions,expansion
220640,Mistform Wakecaster [Foil],uncommon,[],Legions,expansion
220641,Lightning Greaves,uncommon,[],Forgotten Realms Commander,commander
220642,Lightning Greaves [Foil],uncommon,[],Forgotten Realms Commander,commander
220643,Megrim,uncommon,[],Duels of the Planeswalkers,box
220644,Caribou Range,rare,[],Ice Age,expansion
220645,Lost in the Mist,common,[],Innistrad,expansion
220646,Lost in the Mist [Foil],common,[],Innistrad,expansion
220647,Fellwar Stone,uncommon,[],Commander Anthology Volume II,commander
220648,Sure Strike,common,[],Core Set 2019,core
220649,Sure Strike [Foil],common,[],Core Set 2019,core
220650,Growth Cycle,common,[],Core Set 2020,core
220651,Growth Cycle [Foil],common,[],Core Set 2020,core
220652,S.N.E.A.K. Dispatcher,uncommon,[],Unstable,funny
220653,S.N.E.A.K. Dispatcher [Foil],uncommon,[],Unstable,funny
220654,Mire Blight,common,[],Zendikar,expansion
220655,Mire Blight [Foil],common,[],Zendikar,expansion
220656,Assassinate,common,[],Planechase Anthology,planechase
220657,Prowling Caracal,common,[],Core Set 2020,core
220658,Canopy Spider,common,[],Seventh Edition,core
220659,Canopy Spider [Foil],common,[],Seventh Edition,core
220660,Acidic Slime,rare,[],Secret Lair Drop,box
220661,Acidic Slime [Foil],rare,[],Secret Lair Drop,box
220662,Nahiri's Wrath,mythic,[],Eldritch Moon,expansion
220663,Nahiri's Wrath [Foil],mythic,[],Eldritch Moon,expansion
220664,Bolas's Citadel [Promo] [Foil],rare,[],Love Your LGS 2021,promo
220665,Darklit Gargoyle,common,[],Conflux,expansion
220666,Darklit Gargoyle [Foil],common,[],Conflux,expansion
220667,Banisher Priest,uncommon,[],Duel Decks: Elspeth vs. Kiora,duel_deck
220668,Human Soldier [Full Art],common,[],Theros Beyond Death Tokens,token
220669,Pegasus,common,[],Commander 2014 Tokens,token
220670,Kaboom!,rare,[],Onslaught,expansion
220671,Kaboom! [Foil],rare,[],Onslaught,expansion
220672,Gaea's Protector,common,[],Mystery Booster,masters
220673,Reverse Polarity,uncommon,[],Summer Magic / Edgar,core
220674,Ancestral Mask,uncommon,[],Mystery Booster,masters
220675,Arc Lightning [Promo],uncommon,[],Ugin's Fate,promo
220676,Absorb,rare,[],Ravnica Allegiance,expansion
220677,Absorb [Foil],rare,[],Ravnica Allegiance,expansion
220679,Reya Dawnbringer,rare,[],Duel Decks Anthology: Divine vs. Demonic,duel_deck
220680,"Arcades, the Strategist",mythic,[],Core Set 2019,core
220681,"Arcades, the Strategist [Foil]",mythic,[],Core Set 2019,core
220682,Ravenous Leucrocota,common,[],Journey into Nyx,expansion
220683,Ravenous Leucrocota [Foil],common,[],Journey into Nyx,expansion
220684,Oni Possession,uncommon,[],Duel Decks: Divine vs. Demonic,duel_deck
220685,Rampage of the Valkyries,uncommon,[],Kaldheim,expansion
220686,Rampage of the Valkyries [Foil],uncommon,[],Kaldheim,expansion
220687,Bird,common,[],Commander Anthology Volume II Tokens,token
220688,Liliana of the Veil [Extended Art] [Promo] [Foil],mythic,[],Ultimate Box Topper,masterpiece
220689,Repeated Reverberation,rare,[],Core Set 2020,core
220690,Repeated Reverberation [Foil],rare,[],Core Set 2020,core
220692,Stone Rain,common,[],Classic Sixth Edition,core
220693,Angelic Voices,rare,[],Chronicles,masters
220694,Sokenzan Renegade,uncommon,[],Saviors of Kamigawa,expansion
220695,Sokenzan Renegade [Foil],uncommon,[],Saviors of Kamigawa,expansion
220696,Bog Wraith,uncommon,[],Starter 1999,starter
220697,Blazing Torch,uncommon,[],Zendikar,expansion
220698,Blazing Torch [Foil],uncommon,[],Zendikar,expansion
220699,Rhox Bodyguard,common,[],Conflux,expansion
220700,Rhox Bodyguard [Foil],common,[],Conflux,expansion
220701,Diabolic Vision,uncommon,[],Ice Age,expansion
220702,Timebender,uncommon,[],Time Spiral Remastered,masters
220703,Timebender [Foil],uncommon,[],Time Spiral Remastered,masters
220704,Gelatinous Genesis,rare,[],Rise of the Eldrazi,expansion
220705,Gelatinous Genesis [Foil],rare,[],Rise of the Eldrazi,expansion
220706,Renewed Faith,common,[],Onslaught,expansion
220707,Renewed Faith [Foil],common,[],Onslaught,expansion
220708,Skullclamp [Foil],mythic,[],From the Vault: Exiled,from_the_vault
220709,Zealous Strike,common,[],Mystery Booster,masters
220710,Oppressive Rays,common,[],Journey into Nyx,expansion
220711,Oppressive Rays [Foil],common,[],Journey into Nyx,expansion
220712,Loxodon Restorer,common,[],Guilds of Ravnica,expansion
220713,Loxodon Restorer [Foil],common,[],Guilds of Ravnica,expansion
220714,Elvish Archdruid,rare,[],Duel Decks: Elves vs. Inventors,duel_deck
220715,Dancing Scimitar,rare,[],Arabian Nights,expansion
220716,Mox Sapphire,rare,[],Limited Edition Beta,core
220717,Knight of Meadowgrain,uncommon,[],Lorwyn,expansion
220718,Knight of Meadowgrain [Foil],uncommon,[],Lorwyn,expansion
220719,Stormscape Apprentice,common,[],Invasion,expansion
220720,Stormscape Apprentice [Foil],common,[],Invasion,expansion
220721,Armistice,rare,[],Mercadian Masques,expansion
220722,Armistice [Foil],rare,[],Mercadian Masques,expansion
220723,Grizzled Angler // Grisly Anglerfish,uncommon,[],Eldritch Moon,expansion
220724,Grizzled Angler // Grisly Anglerfish [Foil],uncommon,[],Eldritch Moon,expansion
220725,Ragemonger,uncommon,[],Born of the Gods,expansion
220726,Ragemonger [Foil],uncommon,[],Born of the Gods,expansion
220727,Surging Dementia,common,[],Coldsnap,expansion
220728,Surging Dementia [Foil],common,[],Coldsnap,expansion
220729,Shattered Dreams,uncommon,[],Fifth Dawn,expansion
220730,Shattered Dreams [Foil],uncommon,[],Fifth Dawn,expansion
220731,Moonlit Wake,uncommon,[],Mercadian Masques,expansion
220732,Moonlit Wake [Foil],uncommon,[],Mercadian Masques,expansion
220733,Voice of the Woods,rare,[],Onslaught,expansion
220734,Voice of the Woods [Foil],rare,[],Onslaught,expansion
220735,Distress,common,[],Tenth Edition,core
220736,Distress [Foil],common,[],Tenth Edition,core
220737,Ragavan,common,[],Aether Revolt Tokens,token
220738,Rootborn Defenses,common,[],Modern Masters 2017,masters
220739,Rootborn Defenses [Foil],common,[],Modern Masters 2017,masters
220740,Wolf of Devil's Breach [Promo] [Foil],mythic,[],Shadows over Innistrad Promos,promo
220741,Treefolk Seedlings,uncommon,[],Urza's Saga,expansion
220742,Vile Aggregate,uncommon,[],Battle for Zendikar,expansion
220743,Vile Aggregate [Foil],uncommon,[],Battle for Zendikar,expansion
220744,Gruul Locket,common,[],Ravnica Allegiance,expansion
220745,Gruul Locket [Foil],common,[],Ravnica Allegiance,expansion
220746,Chime of Night,common,[],Urza's Destiny,expansion
220747,Chime of Night [Foil],common,[],Urza's Destiny,expansion
220748,Venerated Loxodon [Promo],rare,[],Guilds of Ravnica Promos,promo
220749,Venerated Loxodon [Promo] [Foil],rare,[],Guilds of Ravnica Promos,promo
220750,Island,common,[],Duel Decks: Venser vs. Koth,duel_deck
220751,Gaea's Will [Extended Art],rare,[],Modern Horizons 2,draft_innovation
220752,Gaea's Will [Extended Art] [Foil],rare,[],Modern Horizons 2,draft_innovation
220753,Wall of Fire,uncommon,[],Foreign Black Border,core
220754,Beacon of Destruction,rare,[],Duel Decks: Mind vs. Might,duel_deck
220755,Black Knight,uncommon,[],Limited Edition Beta,core
220756,Phyrexian Soulgorger,rare,[],Mystery Booster,masters
220757,Day of Judgment,rare,[],Magic 2012,core
220758,Day of Judgment [Foil],rare,[],Magic 2012,core
220759,Pact of Negation,rare,[],Time Spiral Remastered,masters
220760,Pact of Negation [Foil],rare,[],Time Spiral Remastered,masters
220761,Rite of Belzenlok,rare,[],Dominaria,expansion
220762,Rite of Belzenlok [Foil],rare,[],Dominaria,expansion
220763,Sage Owl,common,[],Tenth Edition,core
220764,Blue Sun's Zenith,rare,[],Commander 2013,commander
220765,Phoberos Reaver,common,[],Battle the Horde,token
220766,Icy Manipulator,uncommon,[],Ice Age,expansion
220767,Dreadship Reef,uncommon,[],Commander Anthology Volume II,commander
220768,Personal Tutor,uncommon,[],Portal,starter
220769,Alabaster Dragon,rare,[],Portal,starter
220770,Abominable Treefolk,uncommon,[],Modern Horizons,draft_innovation
220771,Abominable Treefolk [Foil],uncommon,[],Modern Horizons,draft_innovation
220772,Oath of Chandra [Promo] [Foil],rare,[],Oath of the Gatewatch Promos,promo
220773,Dragon,common,[],Dragons of Tarkir Tokens,token
220774,Swamp,common,[],Shadowmoor,expansion
220775,Swamp [Foil],common,[],Shadowmoor,expansion
220776,Nimble Trapfinder,rare,[],Zendikar Rising,expansion
220777,Nimble Trapfinder [Foil],rare,[],Zendikar Rising,expansion
220778,"Trelasarra, Moon Dancer [Showcase]",uncommon,[],Adventures in the Forgotten Realms,expansion
220779,"Trelasarra, Moon Dancer [Showcase] [Foil]",uncommon,[],Adventures in the Forgotten Realms,expansion
220780,Ring of Thune,uncommon,[],Magic 2013,core
220781,Ring of Thune [Foil],uncommon,[],Magic 2013,core
220782,Plains,common,[],Duel Decks Anthology: Divine vs. Demonic,duel_deck
220783,Sunbird's Invocation,rare,[],Ixalan,expansion
220784,Sunbird's Invocation [Foil],rare,[],Ixalan,expansion
220785,Wakestone Gargoyle,rare,[],Dissension,expansion
220786,Wakestone Gargoyle [Foil],rare,[],Dissension,expansion
220787,Serra Ascendant,rare,[],Magic 2011,core
220788,Serra Ascendant [Foil],rare,[],Magic 2011,core
220789,"Jodah, Archmage Eternal",rare,[],Dominaria,expansion
220790,"Jodah, Archmage Eternal [Foil]",rare,[],Dominaria,expansion
220791,Beacon of Unrest,rare,[],Tenth Edition,core
220792,Beacon of Unrest [Foil],rare,[],Tenth Edition,core
220794,Mammoth Spider,common,[],Core Set 2020,core
220795,Mammoth Spider [Foil],common,[],Core Set 2020,core
220796,Oreskos Swiftclaw,common,[],Mystery Booster,masters
220797,Circle of Protection: Black,common,[],Unlimited Edition,core
220798,Cursed Land,uncommon,[],Limited Edition Beta,core
220799,Mountain,common,[],War of the Spark,expansion
220800,Mountain [Foil],common,[],War of the Spark,expansion
220801,Explorer's Scope,common,[],Forgotten Realms Commander,commander
